,DealYear,DealMonth,Date,Area,Address,Rooms,Surface,Floor,Price,PPSQM,BuildYear,Unnamed: 0
0,2010.0,12.0,31/12/2010,tel-aviv-area,מלצ''ט 36,5.0,128.0,,950000.0,7421.0,1999.0,1.0
1,2010.0,12.0,31/12/2010,tel-aviv-area,קרליבך 1,3.0,82.0,4.0,2096120.0,25562.0,2013.0,2.0
2,2010.0,12.0,31/12/2010,tel-aviv-area,קרליבך 1,3.0,91.0,1.0,1898195.0,20859.0,2013.0,3.0
3,2010.0,12.0,31/12/2010,tel-aviv-area,קרליבך 1,5.0,121.0,12.0,3146500.0,26004.0,2013.0,4.0
4,2010.0,12.0,31/12/2010,tel-aviv-area,אב 1,5.0,125.0,18.0,7996764.0,63974.0,2011.0,6.0
5,2010.0,12.0,31/12/2010,tel-aviv-area,יהודה הלוי 110,2.0,60.0,2.0,488000.0,8133.0,1941.0,7.0
6,2010.0,12.0,31/12/2010,tel-aviv-area,קרליבך 1,4.0,100.0,11.0,2451370.0,24513.0,2013.0,8.0
7,2010.0,12.0,31/12/2010,tel-aviv-area,פינס 1,4.0,100.0,18.0,5392220.0,53922.0,2010.0,12.0
8,2010.0,12.0,31/12/2010,tel-aviv-area,קרליבך 1,4.0,100.0,8.0,2329570.0,23295.0,2013.0,14.0
9,2010.0,12.0,31/12/2010,tel-aviv-area,אנטיגונוס 2,3.5,70.0,,1400000.0,20000.0,1952.0,16.0
10,2010.0,12.0,31/12/2010,tel-aviv-area,אנטוקולסקי 9,2.0,47.0,2.0,790000.0,16808.0,1960.0,17.0
11,2010.0,12.0,31/12/2010,tel-aviv-area,ילין דוד 20,2.0,48.0,,1430000.0,29791.0,1999.0,18.0
12,2010.0,12.0,31/12/2010,tel-aviv-area,מזאה 76,2.0,50.0,,1260000.0,25200.0,1950.0,20.0
13,2010.0,12.0,31/12/2010,tel-aviv-area,התנאים 10,3.0,70.0,1.0,1865000.0,26642.0,1970.0,21.0
14,2010.0,12.0,31/12/2010,tel-aviv-area,מרים החשמונאית 18,3.5,70.0,,1400000.0,20000.0,1952.0,23.0
15,2010.0,12.0,31/12/2010,tel-aviv-area,,3.5,70.0,,1400000.0,20000.0,1952.0,24.0
16,2010.0,12.0,31/12/2010,tel-aviv-area,,2.0,48.0,,1430000.0,29791.0,1999.0,25.0
17,2010.0,12.0,31/12/2010,tel-aviv-area,,2.0,47.0,,790000.0,16808.0,1960.0,26.0
18,2010.0,12.0,31/12/2010,tel-aviv-area,אנטוקולסקי 9,2.0,47.0,2.0,790000.0,16808.0,1960.0,27.0
19,2010.0,12.0,29/12/2010,tel-aviv-area,אדירים 3,4.0,94.0,2.0,1050000.0,11170.0,1999.0,28.0
20,2010.0,12.0,29/12/2010,tel-aviv-area,,4.0,94.0,,1050000.0,11170.0,1999.0,29.0
21,2010.0,11.0,30/11/2010,tel-aviv-area,אלוף משה בריל 10,4.0,87.0,1.0,1350000.0,15517.0,1970.0,30.0
22,2010.0,11.0,30/11/2010,tel-aviv-area,אבן גבירול 62,3.0,45.0,6.0,2150000.0,47777.0,2009.0,31.0
23,2010.0,11.0,30/11/2010,tel-aviv-area,אפשטיין 4,3.0,78.0,1.0,2400000.0,30769.0,1959.0,32.0
24,2010.0,11.0,30/11/2010,tel-aviv-area,סוקולוב 40,2.0,50.0,1.0,1560000.0,31200.0,1980.0,33.0
25,2010.0,11.0,30/11/2010,tel-aviv-area,אלכסנדר ינאי 15,3.0,75.0,2.0,1750000.0,23333.0,1946.0,34.0
26,2010.0,11.0,30/11/2010,tel-aviv-area,ז''בוטינסקי 151,3.0,58.0,3.0,1600000.0,27586.0,1962.0,35.0
27,2010.0,11.0,30/11/2010,tel-aviv-area,דרך דיין משה 40,3.0,57.0,3.0,1000000.0,17543.0,1960.0,36.0
28,2010.0,11.0,30/11/2010,tel-aviv-area,גוטליב 15,2.0,50.0,2.0,1380000.0,27600.0,1940.0,37.0
29,2010.0,11.0,29/11/2010,tel-aviv-area,דרך דיין משה 44,2.5,57.0,5.0,692000.0,12140.0,1970.0,38.0
30,2010.0,11.0,29/11/2010,tel-aviv-area,ועידת קטוביץ 50,2.0,60.0,,1470000.0,24500.0,1949.0,39.0
31,2010.0,11.0,29/11/2010,tel-aviv-area,הר נבו 1,3.0,65.0,1.0,1700000.0,26153.0,1961.0,40.0
32,2010.0,11.0,29/11/2010,tel-aviv-area,"ש""ץ 11",2.0,55.0,1.0,1620000.0,29454.0,1960.0,41.0
33,2010.0,11.0,28/11/2010,tel-aviv-area,הלסינקי 25,2.0,41.0,1.0,1475000.0,35975.0,1949.0,44.0
34,2010.0,11.0,28/11/2010,tel-aviv-area,אבן גבירול 61,3.5,84.0,,1504010.0,17904.0,1960.0,45.0
35,2010.0,11.0,28/11/2010,tel-aviv-area,,2.0,41.0,,1475000.0,35975.0,1949.0,46.0
36,2010.0,11.0,28/11/2010,tel-aviv-area,אבן גבירול 61,3.5,84.0,,1504010.0,17904.0,1960.0,47.0
37,2010.0,11.0,28/11/2010,tel-aviv-area,זבוטינסקי 140,2.0,41.0,1.0,1475000.0,35975.0,1949.0,49.0
38,2010.0,11.0,28/11/2010,tel-aviv-area,,3.5,84.0,,1504010.0,17904.0,1960.0,50.0
39,2010.0,11.0,26/11/2010,tel-aviv-area,עמק ברכה 29,5.0,120.0,,4663476.0,38862.0,2012.0,52.0
40,2010.0,11.0,26/11/2010,tel-aviv-area,זימן 13,4.0,90.0,3.0,1830000.0,20333.0,1970.0,53.0
41,2010.0,11.0,26/11/2010,tel-aviv-area,סהרון 4,3.5,65.0,,800000.0,12307.0,1960.0,54.0
42,2010.0,11.0,26/11/2010,tel-aviv-area,"אצ""ל 22",4.0,73.0,1.0,700000.0,9589.0,1970.0,55.0
43,2010.0,11.0,26/11/2010,tel-aviv-area,פאת השולחן 16,4.0,90.0,3.0,1830000.0,20333.0,1970.0,56.0
44,2010.0,11.0,26/11/2010,tel-aviv-area,ברודצקי 13,5.0,120.0,,3028000.0,25233.0,1960.0,57.0
45,2010.0,11.0,26/11/2010,tel-aviv-area,שינקין 49,3.0,55.0,,1995650.0,36284.0,1999.0,58.0
46,2010.0,10.0,31/10/2010,tel-aviv-area,ויזל 8,3.0,44.0,3.0,1795000.0,40795.0,1956.0,60.0
47,2010.0,10.0,31/10/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,75.0,14.0,1630006.0,21733.0,2011.0,61.0
48,2010.0,10.0,31/10/2010,tel-aviv-area,שד בן גוריון 77,2.0,57.0,4.0,2360000.0,41403.0,1949.0,62.0
49,2010.0,10.0,31/10/2010,tel-aviv-area,בילטמור 13,3.5,61.0,1.0,2475000.0,40573.0,1955.0,64.0
50,2010.0,10.0,29/10/2010,tel-aviv-area,מרכז בעלי מלאכה 23,3.0,70.0,,1800000.0,25714.0,2005.0,65.0
51,2010.0,10.0,29/10/2010,tel-aviv-area,החשמונאים 1,4.0,100.0,5.0,2217200.0,22172.0,2012.0,67.0
52,2010.0,10.0,29/10/2010,tel-aviv-area,אלמוג דוד 7,4.0,96.0,6.0,605000.0,6302.0,1961.0,68.0
53,2010.0,10.0,29/10/2010,tel-aviv-area,וייס יעקב 4,5.0,125.0,10.0,3383384.0,27067.0,1999.0,69.0
54,2010.0,10.0,29/10/2010,tel-aviv-area,,4.0,96.0,,605000.0,6302.0,1961.0,70.0
55,2010.0,10.0,29/10/2010,tel-aviv-area,,5.0,125.0,,3383384.0,27067.0,1999.0,71.0
56,2010.0,10.0,29/10/2010,tel-aviv-area,חכים אליהו 4,5.0,125.0,10.0,3383384.0,27067.0,1999.0,72.0
57,2010.0,10.0,29/10/2010,tel-aviv-area,אסירי ציון 7,4.0,96.0,6.0,605000.0,6302.0,1961.0,73.0
58,2010.0,10.0,29/10/2010,tel-aviv-area,,4.0,100.0,,2217200.0,22172.0,2012.0,75.0
59,2010.0,10.0,29/10/2010,tel-aviv-area,החשמונאים 1,4.0,100.0,5.0,2217200.0,22172.0,2012.0,76.0
60,2010.0,10.0,29/10/2010,tel-aviv-area,,3.0,70.0,,1800000.0,25714.0,2005.0,77.0
61,2010.0,10.0,29/10/2010,tel-aviv-area,סלע יעקב 13,3.5,72.0,7.0,1000000.0,13888.0,1970.0,80.0
62,2010.0,10.0,28/10/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,75.0,28.0,1857900.0,24772.0,2011.0,81.0
63,2010.0,10.0,28/10/2010,tel-aviv-area,שד בן גוריון 72,2.0,50.0,2.0,1530000.0,30600.0,1970.0,83.0
64,2010.0,10.0,28/10/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,75.0,16.0,1577013.0,21026.0,2011.0,84.0
65,2010.0,10.0,28/10/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,75.0,27.0,1840300.0,24537.0,2011.0,85.0
66,2010.0,10.0,28/10/2010,tel-aviv-area,פישמן מימון 5,4.0,108.0,7.0,3645000.0,33750.0,1999.0,86.0
67,2010.0,10.0,28/10/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,75.0,22.0,1764488.0,23526.0,2011.0,87.0
68,2010.0,10.0,28/10/2010,tel-aviv-area,דה וינצ''י לאונרדו 18,4.0,90.0,3.0,3000000.0,33333.0,1957.0,88.0
69,2010.0,10.0,28/10/2010,tel-aviv-area,יהודה המכבי 30,2.5,49.0,1.0,1650000.0,33673.0,1950.0,89.0
70,2010.0,9.0,29/9/2010,tel-aviv-area,אוליפנט 3,3.0,86.0,3.0,1950000.0,22674.0,1970.0,90.0
71,2010.0,9.0,29/9/2010,tel-aviv-area,יערי מאיר 2,4.0,171.0,,5600000.0,32748.0,2007.0,91.0
72,2010.0,9.0,29/9/2010,tel-aviv-area,גדיש 22,2.0,28.0,,290000.0,10357.0,1950.0,92.0
73,2010.0,9.0,28/9/2010,tel-aviv-area,ריינס 31,2.0,61.0,1.0,1480000.0,24262.0,1954.0,93.0
74,2010.0,9.0,28/9/2010,tel-aviv-area,חכמי אתונה 91,2.0,40.0,4.0,465000.0,11625.0,1947.0,94.0
75,2010.0,9.0,28/9/2010,tel-aviv-area,אדם הכהן 3,4.0,130.0,3.0,4950000.0,38076.0,1999.0,95.0
76,2010.0,9.0,28/9/2010,tel-aviv-area,ברגסון 3,3.0,68.0,8.0,2275000.0,33455.0,1970.0,96.0
77,2010.0,9.0,28/9/2010,tel-aviv-area,כורש 11,2.0,48.0,1.0,1050000.0,21875.0,1951.0,98.0
78,2010.0,9.0,28/9/2010,tel-aviv-area,מאנה 24,3.5,106.0,3.0,2094000.0,19754.0,1992.0,99.0
79,2010.0,9.0,28/9/2010,tel-aviv-area,יעל 8,1.0,27.0,,1075000.0,39814.0,1945.0,100.0
80,2010.0,9.0,28/9/2010,tel-aviv-area,אלנבי 73,3.0,63.0,6.0,1810000.0,28730.0,2000.0,101.0
81,2010.0,9.0,28/9/2010,tel-aviv-area,דרך הטייסים 72,3.5,70.0,4.0,900000.0,12857.0,1970.0,102.0
82,2010.0,9.0,28/9/2010,tel-aviv-area,יערי מאיר 23,4.0,100.0,4.0,2350000.0,23500.0,1999.0,103.0
83,2010.0,9.0,28/9/2010,tel-aviv-area,יהודה הימית 35,2.0,50.0,1.0,875000.0,17500.0,2012.0,104.0
84,2010.0,9.0,28/9/2010,tel-aviv-area,חריף אייזיק 185,2.0,57.0,3.0,450000.0,7894.0,1970.0,105.0
85,2010.0,9.0,28/9/2010,tel-aviv-area,הרב צירלסון 3,4.0,75.0,1.0,4300000.0,57333.0,2005.0,106.0
86,2010.0,9.0,28/9/2010,tel-aviv-area,,3.0,68.0,,2275000.0,33455.0,1970.0,107.0
87,2010.0,9.0,28/9/2010,tel-aviv-area,,2.0,40.0,,465000.0,11625.0,1947.0,108.0
88,2010.0,9.0,28/9/2010,tel-aviv-area,,2.0,50.0,,875000.0,17500.0,2012.0,109.0
89,2010.0,9.0,28/9/2010,tel-aviv-area,שולמית 8,1.0,27.0,,1075000.0,39814.0,1945.0,110.0
90,2010.0,9.0,28/9/2010,tel-aviv-area,ברגסון 3,3.0,68.0,8.0,2275000.0,33455.0,1970.0,111.0
91,2010.0,9.0,28/9/2010,tel-aviv-area,אדם הכהן 3,4.0,130.0,3.0,4950000.0,38076.0,1999.0,112.0
92,2010.0,9.0,28/9/2010,tel-aviv-area,מעפילי אגוז 72,3.5,70.0,4.0,900000.0,12857.0,1970.0,113.0
93,2010.0,9.0,28/9/2010,tel-aviv-area,יפת 185,2.0,57.0,3.0,450000.0,7894.0,1970.0,114.0
94,2010.0,9.0,28/9/2010,tel-aviv-area,אלנבי 73,3.0,63.0,6.0,1810000.0,28730.0,2000.0,115.0
95,2010.0,9.0,28/9/2010,tel-aviv-area,,3.5,70.0,,900000.0,12857.0,1970.0,116.0
96,2010.0,9.0,28/9/2010,tel-aviv-area,כורש 11,2.0,48.0,1.0,1050000.0,21875.0,1951.0,117.0
97,2010.0,9.0,28/9/2010,tel-aviv-area,,2.0,57.0,,450000.0,7894.0,1970.0,118.0
98,2010.0,9.0,28/9/2010,tel-aviv-area,,3.0,63.0,,1810000.0,28730.0,2000.0,119.0
99,2010.0,8.0,31/8/2010,tel-aviv-area,דרך ההגנה 130,3.5,72.0,10.0,1220000.0,16944.0,1990.0,121.0
100,2010.0,8.0,31/8/2010,tel-aviv-area,ז''בוטינסקי 114,4.0,80.0,4.0,3500000.0,43750.0,1957.0,122.0
101,2010.0,8.0,31/8/2010,tel-aviv-area,דרך מנחם בגין 158,2.0,80.0,16.0,1265000.0,15812.0,2011.0,123.0
102,2010.0,8.0,31/8/2010,tel-aviv-area,הרב הרצוג 7,3.0,61.0,3.0,1730000.0,28360.0,1966.0,124.0
103,2010.0,8.0,31/8/2010,tel-aviv-area,שד דוד המלך 11,1.0,21.0,1.0,690000.0,32857.0,1955.0,126.0
104,2010.0,8.0,30/8/2010,tel-aviv-area,ויזל 21,1.0,40.0,,1000000.0,25000.0,1970.0,127.0
105,2010.0,8.0,30/8/2010,tel-aviv-area,ארלוזורוב 69,2.0,40.0,,1335000.0,33375.0,1950.0,128.0
106,2010.0,8.0,30/8/2010,tel-aviv-area,אלוני ניסים  12,4.0,100.0,14.0,3764380.0,37643.0,2011.0,129.0
107,2010.0,8.0,30/8/2010,tel-aviv-area,ברנדיס 1,2.0,55.0,3.0,1550000.0,28181.0,1970.0,130.0
108,2010.0,8.0,30/8/2010,tel-aviv-area,דם המכבים 39,2.0,28.0,2.0,1000000.0,35714.0,1955.0,131.0
109,2010.0,8.0,30/8/2010,tel-aviv-area,דרך מנחם בגין 158,4.0,100.0,34.0,2200000.0,22000.0,2011.0,132.0
110,2010.0,8.0,30/8/2010,tel-aviv-area,דוליצקי 1,2.5,62.0,2.0,1750000.0,28225.0,1952.0,133.0
111,2010.0,8.0,29/8/2010,tel-aviv-area,אמסטרדם 26,2.5,61.0,1.0,1800000.0,29508.0,1960.0,134.0
112,2010.0,8.0,29/8/2010,tel-aviv-area,אבן גבירול 77,3.5,70.0,3.0,1540000.0,22000.0,1961.0,136.0
113,2010.0,8.0,29/8/2010,tel-aviv-area,דרך השלום 131,3.0,48.0,3.0,1065000.0,22187.0,1959.0,137.0
114,2010.0,8.0,29/8/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,75.0,32.0,1892000.0,25226.0,2011.0,138.0
115,2010.0,8.0,29/8/2010,tel-aviv-area,אנטוקולסקי 1,3.0,97.0,3.0,3428638.0,35346.0,2011.0,139.0
116,2010.0,8.0,27/8/2010,tel-aviv-area,בילויה מעוז 6,4.0,100.0,3.0,2550000.0,25500.0,2005.0,141.0
117,2010.0,8.0,27/8/2010,tel-aviv-area,דיזנגוף 239,2.0,47.0,1.0,1550000.0,32978.0,1942.0,142.0
118,2010.0,8.0,27/8/2010,tel-aviv-area,מהרל 1,5.0,87.0,3.0,4400000.0,50574.0,1970.0,143.0
119,2010.0,8.0,26/8/2010,tel-aviv-area,אלוני ניסים 1,5.0,137.0,2.0,2670000.0,19489.0,2009.0,144.0
120,2010.0,8.0,26/8/2010,tel-aviv-area,"אצ""ל 23",2.0,47.0,,380000.0,8085.0,1950.0,146.0
121,2010.0,8.0,26/8/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,100.0,11.0,1540000.0,15400.0,2011.0,148.0
122,2010.0,8.0,26/8/2010,tel-aviv-area,דרך נמיר מרדכי 2,4.0,87.0,3.0,2300000.0,26436.0,1958.0,149.0
123,2010.0,7.0,31/7/2010,tel-aviv-area,סלע יעקב 1,3.0,80.0,2.0,1150000.0,14375.0,1970.0,150.0
124,2010.0,7.0,30/7/2010,tel-aviv-area,פלורנטין 2,1.5,25.0,3.0,905995.0,36239.0,2010.0,151.0
125,2010.0,7.0,30/7/2010,tel-aviv-area,אלנבי 118,5.0,190.0,15.0,4075000.0,21447.0,2010.0,154.0
126,2010.0,7.0,30/7/2010,tel-aviv-area,מאפו 15,3.0,78.0,,2002003.0,25666.0,1955.0,156.0
127,2010.0,7.0,30/7/2010,tel-aviv-area,שד רוטשילד 30,5.0,190.0,15.0,9400000.0,49473.0,2010.0,157.0
128,2010.0,7.0,30/7/2010,tel-aviv-area,מאפו 15,3.0,78.0,,2002003.0,25666.0,1955.0,158.0
129,2010.0,7.0,30/7/2010,tel-aviv-area,פלורנטין 2,1.5,25.0,3.0,905995.0,36239.0,2010.0,159.0
130,2010.0,7.0,30/7/2010,tel-aviv-area,,3.0,78.0,,2002003.0,25666.0,1955.0,160.0
131,2010.0,7.0,30/7/2010,tel-aviv-area,,5.0,190.0,,9400000.0,49473.0,2010.0,162.0
132,2010.0,7.0,30/7/2010,tel-aviv-area,,1.5,25.0,,905995.0,36239.0,2010.0,164.0
133,2010.0,7.0,29/7/2010,tel-aviv-area,תוספתא 12,3.0,60.0,2.0,1800000.0,30000.0,1967.0,165.0
134,2010.0,7.0,29/7/2010,tel-aviv-area,דרך מנחם בגין 158,3.0,100.0,14.0,1598399.0,15983.0,2011.0,166.0
135,2010.0,7.0,29/7/2010,tel-aviv-area,המערכה 23,2.5,57.0,7.0,900000.0,15789.0,1970.0,167.0
136,2010.0,7.0,29/7/2010,tel-aviv-area,המערכה 23,2.5,57.0,6.0,700000.0,12280.0,1970.0,169.0
137,2010.0,7.0,29/7/2010,tel-aviv-area,אלעזר החורני 10,3.0,82.0,,2600000.0,31707.0,1970.0,171.0
138,2010.0,7.0,29/7/2010,tel-aviv-area,אלכסנדר ינאי 4,1.5,43.0,,1200000.0,27906.0,1945.0,172.0
139,2010.0,7.0,29/7/2010,tel-aviv-area,ויזל 23,3.0,65.0,,1925000.0,29615.0,1965.0,175.0
140,2010.0,7.0,29/7/2010,tel-aviv-area,פינלס 2,2.0,49.0,1.0,1700000.0,34693.0,1950.0,176.0
141,2010.0,7.0,29/7/2010,tel-aviv-area,בושם 87,3.0,71.0,,707500.0,9964.0,1970.0,177.0
142,2010.0,7.0,28/7/2010,tel-aviv-area,צייטלין 7,2.5,59.0,3.0,1800000.0,30508.0,1952.0,178.0
143,2010.0,6.0,30/6/2010,tel-aviv-area,שלמה המלך 62,3.0,65.0,,1970000.0,30307.0,1985.0,180.0
144,2010.0,6.0,30/6/2010,tel-aviv-area,ויסוצקי 20,4.0,115.0,3.0,3168720.0,27554.0,1970.0,181.0
145,2010.0,6.0,30/6/2010,tel-aviv-area,דרך דיין משה 57,3.0,49.0,1.0,1140000.0,23265.0,1968.0,182.0
146,2010.0,6.0,30/6/2010,tel-aviv-area,דרך משה דיין 57,3.0,49.0,1.0,1140000.0,23265.0,1968.0,183.0
147,2010.0,6.0,30/6/2010,tel-aviv-area,,3.0,49.0,,1140000.0,23265.0,1968.0,184.0
148,2010.0,6.0,30/6/2010,tel-aviv-area,,4.0,115.0,,3168720.0,27554.0,1970.0,185.0
149,2010.0,6.0,30/6/2010,tel-aviv-area,,3.0,65.0,,1970000.0,30307.0,1985.0,186.0
150,2010.0,6.0,30/6/2010,tel-aviv-area,המלך שלמה 62,3.0,65.0,,1970000.0,30307.0,1985.0,187.0
151,2010.0,6.0,30/6/2010,tel-aviv-area,ויסוצקי 20,4.0,115.0,3.0,3168720.0,27554.0,1970.0,188.0
152,2010.0,6.0,29/6/2010,tel-aviv-area,נהריים 14,4.0,72.0,3.0,1260000.0,17500.0,1999.0,189.0
153,2010.0,6.0,29/6/2010,tel-aviv-area,מרים החשמונאית 36,3.0,63.0,1.0,2100000.0,33333.0,1962.0,190.0
154,2010.0,6.0,29/6/2010,tel-aviv-area,יהושע בן נון 23,2.5,88.0,,1800000.0,20454.0,1958.0,191.0
155,2010.0,6.0,29/6/2010,tel-aviv-area,אלוני ניסים 8,5.0,132.0,23.0,3300000.0,25000.0,2010.0,192.0
156,2010.0,6.0,29/6/2010,tel-aviv-area,בן שפרוט 15,2.5,39.0,3.0,1390000.0,35641.0,1959.0,194.0
157,2010.0,6.0,29/6/2010,tel-aviv-area,דם המכבים 27,2.0,55.0,1.0,1165000.0,21181.0,1950.0,195.0
158,2010.0,6.0,29/6/2010,tel-aviv-area,שמעון בן עזאי 8,1.0,40.0,1.0,650000.0,16250.0,1960.0,198.0
159,2010.0,6.0,29/6/2010,tel-aviv-area,איסרליש 20,2.0,39.0,5.0,1220000.0,31282.0,2010.0,199.0
160,2010.0,6.0,29/6/2010,tel-aviv-area,אשכול לוי 1,4.0,108.0,1.0,2300000.0,21296.0,2009.0,200.0
161,2010.0,6.0,29/6/2010,tel-aviv-area,הוז דב 12,4.0,88.0,1.0,1660000.0,18863.0,1941.0,201.0
162,2010.0,6.0,29/6/2010,tel-aviv-area,רח 3055 4,3.0,85.0,2.0,1500000.0,17647.0,1999.0,202.0
163,2010.0,6.0,29/6/2010,tel-aviv-area,אשכול לוי 92,4.0,117.0,8.0,3420000.0,29230.0,1998.0,204.0
164,2010.0,6.0,29/6/2010,tel-aviv-area,אליוט ג''ורג'' 18,2.0,45.0,3.0,1200000.0,26666.0,1961.0,205.0
165,2010.0,6.0,29/6/2010,tel-aviv-area,נחלת יצחק 1,5.0,125.0,22.0,2707250.0,21658.0,2010.0,206.0
166,2010.0,6.0,29/6/2010,tel-aviv-area,בורלא יהודה 6,3.0,82.0,2.0,1690000.0,20609.0,1974.0,207.0
167,2010.0,6.0,29/6/2010,tel-aviv-area,"מצודת בית""ר 7",2.5,46.0,3.0,890000.0,19347.0,1970.0,208.0
168,2010.0,5.0,31/5/2010,tel-aviv-area,הזית 5,5.0,140.0,,5460000.0,39000.0,1970.0,210.0
169,2010.0,5.0,30/5/2010,tel-aviv-area,אריסטובול 6,1.5,32.0,1.0,880670.0,27520.0,1962.0,211.0
170,2010.0,5.0,30/5/2010,tel-aviv-area,ארלוזורוב 134,1.0,22.0,,910000.0,41363.0,1958.0,212.0
171,2010.0,5.0,30/5/2010,tel-aviv-area,ויצמן 50,3.0,66.0,2.0,1900000.0,28787.0,1966.0,213.0
172,2010.0,5.0,30/5/2010,tel-aviv-area,"אצ""ל 89",5.0,140.0,1.0,1390000.0,9928.0,1989.0,214.0
173,2010.0,5.0,30/5/2010,tel-aviv-area,שטרוק 13,3.0,65.0,,2225000.0,34230.0,1957.0,216.0
174,2010.0,5.0,30/5/2010,tel-aviv-area,אמסטרדם 14,3.0,71.0,8.0,2871750.0,40447.0,1966.0,218.0
175,2010.0,5.0,29/5/2010,tel-aviv-area,יחזקאל 28,3.0,65.0,2.0,1850000.0,28461.0,1950.0,219.0
176,2010.0,5.0,28/5/2010,tel-aviv-area,אבן גבירול 71,4.0,162.0,2.0,4384205.0,27062.0,1952.0,221.0
177,2010.0,5.0,28/5/2010,tel-aviv-area,גדיש 22,1.0,30.0,,360000.0,12000.0,1970.0,222.0
178,2010.0,5.0,28/5/2010,tel-aviv-area,הס משה 29,3.0,65.0,5.0,2350000.0,36153.0,1970.0,223.0
179,2010.0,5.0,28/5/2010,tel-aviv-area,פיקוס 4,2.5,65.0,2.0,500000.0,7692.0,1970.0,224.0
180,2010.0,5.0,28/5/2010,tel-aviv-area,אשכול לוי 16,4.0,125.0,7.0,3738796.0,29910.0,2010.0,225.0
181,2010.0,5.0,28/5/2010,tel-aviv-area,מעפילי אגוז 69,3.0,61.0,3.0,865000.0,14180.0,1984.0,227.0
182,2010.0,5.0,28/5/2010,tel-aviv-area,בלקינד 3,4.0,135.0,6.0,3200000.0,23703.0,1975.0,228.0
183,2010.0,5.0,28/5/2010,tel-aviv-area,מעפילי אגוז 69,3.0,61.0,3.0,865000.0,14180.0,1984.0,229.0
184,2010.0,5.0,28/5/2010,tel-aviv-area,,3.0,61.0,,865000.0,14180.0,1984.0,230.0
185,2010.0,5.0,28/5/2010,tel-aviv-area,,4.0,125.0,,3738796.0,29910.0,2010.0,231.0
186,2010.0,5.0,28/5/2010,tel-aviv-area,שד ירושלים 200,2.5,65.0,2.0,500000.0,7692.0,1970.0,232.0
187,2010.0,5.0,28/5/2010,tel-aviv-area,שניאור זלמן 2,3.0,65.0,5.0,2350000.0,36153.0,1970.0,233.0
188,2010.0,5.0,28/5/2010,tel-aviv-area,אב 1,4.0,125.0,7.0,3738796.0,29910.0,2010.0,234.0
189,2010.0,5.0,28/5/2010,tel-aviv-area,הדסה 6,4.0,162.0,2.0,4384205.0,27062.0,1952.0,235.0
190,2010.0,5.0,28/5/2010,tel-aviv-area,,4.0,162.0,,4384205.0,27062.0,1952.0,236.0
191,2010.0,4.0,30/4/2010,tel-aviv-area,בן יהודה 248,2.0,43.0,3.0,1440000.0,33488.0,1967.0,240.0
192,2010.0,4.0,30/4/2010,tel-aviv-area,חריף אייזיק 28,4.0,80.0,2.0,700000.0,8750.0,1970.0,241.0
193,2010.0,4.0,30/4/2010,tel-aviv-area,המכבי 13,3.0,66.0,1.0,1480000.0,22424.0,1930.0,242.0
194,2010.0,4.0,30/4/2010,tel-aviv-area,הארבעה 30,4.0,90.0,19.0,3400000.0,37777.0,2013.0,243.0
195,2010.0,4.0,30/4/2010,tel-aviv-area,רבינא 17,5.0,112.0,9.0,5250000.0,46875.0,1999.0,244.0
196,2010.0,4.0,30/4/2010,tel-aviv-area,רוממה 12,4.0,99.0,,2675000.0,27020.0,1980.0,245.0
197,2010.0,4.0,30/4/2010,tel-aviv-area,בן יהודה 248,2.0,43.0,3.0,1440000.0,33488.0,1967.0,247.0
198,2010.0,4.0,30/4/2010,tel-aviv-area,,2.0,43.0,,1440000.0,33488.0,1967.0,248.0
199,2010.0,4.0,30/4/2010,tel-aviv-area,המכבי 13,3.0,66.0,1.0,1480000.0,22424.0,1930.0,249.0
200,2010.0,4.0,30/4/2010,tel-aviv-area,,5.0,112.0,,5250000.0,46875.0,1999.0,250.0
201,2010.0,4.0,30/4/2010,tel-aviv-area,סהרון 28,4.0,80.0,2.0,700000.0,8750.0,1970.0,251.0
202,2010.0,4.0,30/4/2010,tel-aviv-area,הארבעה 30,4.0,90.0,19.0,3400000.0,37777.0,2013.0,253.0
203,2010.0,4.0,30/4/2010,tel-aviv-area,רוממה 12,4.0,99.0,,2675000.0,27020.0,1980.0,254.0
204,2010.0,4.0,30/4/2010,tel-aviv-area,,4.0,80.0,,700000.0,8750.0,1970.0,255.0
205,2010.0,4.0,30/4/2010,tel-aviv-area,רבינא 17,5.0,112.0,9.0,5250000.0,46875.0,1999.0,256.0
206,2010.0,4.0,30/4/2010,tel-aviv-area,,4.0,90.0,,3400000.0,37777.0,2013.0,257.0
207,2010.0,4.0,30/4/2010,tel-aviv-area,,4.0,99.0,,2675000.0,27020.0,1980.0,258.0
208,2010.0,4.0,30/4/2010,tel-aviv-area,,3.0,66.0,,1480000.0,22424.0,1930.0,259.0
209,2010.0,4.0,29/4/2010,tel-aviv-area,דרך נמיר מרדכי 133,3.5,90.0,3.0,1885000.0,20944.0,2005.0,260.0
